0.41,0.32,195
0.24,0.36,206
0.18,0.7,193
0.16,0.22,247
0.19,0.41,238
0.26,0.28,180
0.43,0.16,229
0.18,0.29,252
0.15,0.16,277
0.13,0.18,265
