343088,0.41,0.3,232.8888883,121793,360,345599,3.98,133,72.025391,80.823242,69.318359,72.702148,49.056976,54.242249,48.302765,48.587585
196988,0.25,0.42,201.0582006,68197,106,212355,5.48,67,55.106445,61.197266,53.75293,56.459961,32.752441,35.353271,32.547821,33.290039
200985,0.25,0.37,213.3333328,69023,106,212676,5.43,67,53.75293,61.197266,53.076172,56.459961,30.7565,33.521667,30.834778,30.960205
194817,0.24,0.41,222.2222217,67052,106,209976,5.39,67,55.106445,61.874023,53.75293,56.459961,32.643402,35.353271,32.912659,33.462982
188511,0.24,0.42,220.2898545,66449,106,196145,5.55,67,55.106445,61.874023,53.75293,57.136719,32.046204,34.789124,31.832336,31.792236
250149,0.31,0.69,218.3574874,90382,190,316506,5.63,121,57.813477,65.257812,56.459961,59.166992,34.496796,38.362061,35.30072,34.803223
197437,0.24,0.43,224.6913575,70431,106,204527,5.47,67,57.813477,65.257812,56.459961,59.84375,34.086639,37.179382,34.211426,34.235779
250149,0.31,0.69,218.3574874,90382,190,316506,5.63,121,57.136719,65.257812,56.459961,60.520508,34.907684,38.738159,35.351807,35.147461
246834,0.3,0.67,203.3333328,90680,190,293902,5.71,121,59.84375,67.964844,58.490234,61.874023,36.705322,40.054504,36.646912,36.88385
248051,0.3,0.49,197.9797975,90041,190,292768,5.18,121,57.136719,64.581055,55.106445,59.84375,34.685303,37.591553,34.97168,35.181519
326114,0.34,0.52,194.2028981,124649,64,241771,4.8,32,72.025391,84.883789,69.995117,74.732422,47.154419,55.258484,46.976807,47.480713
207722,0.23,0.37,199.999999,77974,32,146132,4.86,16,61.874023,69.318359,59.84375,62.550781,39.340576,43.481689,39.646729,39.531921
157565,0.19,0.71,206.837606,62430,10,124335,4.97,5,57.813477,64.581055,55.783203,58.490234,39.264038,42.208099,39.399902,39.98291
183198,0.23,0.64,202.7777773,72813,10,162161,5.04,5,60.520508,68.641602,59.166992,63.227539,37.458252,40.747101,36.836792,37.360657
166606,0.21,0.54,201.0582006,65473,10,139504,5.05,5,59.166992,66.611328,57.813477,61.197266,36.893555,39.076172,35.766357,36.452545
126518,0.16,0.23,259.649122,49623,0,78842,5.06,0,56.459961,63.227539,54.429688,57.136719,31.68457,33.881836,31.405792,31.383362
167906,0.19,0.42,245.4545448,67465,9,116919,4.72,2,59.166992,65.93457,57.136719,59.84375,38.55011,41.330566,38.545715,38.681488
98037,0.14,0.16,248.1481475,34880,30,47882,5.09,19,51.045898,57.136719,49.692383,53.076172,27.750916,29.538116,27.952789,27.735901
